,num_layers,accuracy_train_init,accuracy_test_init,alignment_train_init,accuracy_train_final,accuracy_test_final,alignment_train_epochs,circuit_executions,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config.name,config.file,config.n_samples,config.noise,config.num_sectors,config.points_per_sector,config.grid_size,config.sampling_radius,config.training_size,config.testing_size,config.validation_size,config.device,config.n_qubits,config.trainable,config.input_scaling,config.data_reuploading,config.ansatz,config.ansatz_layers,config.optimizer,config.lr,config.epochs,config.train_method,config.target_accuracy,config.get_alignment_every,config.validate_every_epoch,config.base_path,config.lambda_kao,config.lambda_co,config.clusters,config.ray_logging_path
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,0.7666666666666667,"[0.15475374460220337, 0.19737349450588226, 0.2240840047597885, 0.24959546327590942, 0.2699952721595764, 0.2880048453807831, 0.3041383922100067, 0.3203372657299042, 0.335805207490921, 0.3507552742958069, 0.3619202971458435, 0.37276455760002136, 0.3832184672355652, 0.39026856422424316, 0.3964344561100006, 0.40313228964805603, 0.4088529944419861, 0.4114682674407959, 0.4111606180667877, 0.41234922409057617, 0.4152064025402069, 0.4182649552822113, 0.42471787333488464, 0.4279739558696747, 0.43069642782211304, 0.43433839082717896, 0.4375724494457245, 0.43982601165771484, 0.44412460923194885, 0.448910117149353, 0.45222458243370056, 0.4550641179084778, 0.4551718533039093, 0.4562795162200928, 0.4599904417991638, 0.4621238708496094, 0.46488308906555176, 0.46747010946273804, 0.4664751887321472, 0.4692322015762329]",20000,1732404131,,False,1,6d0a9_00044,2024-11-24_00-22-11,842.391494512558,842.391494512558,220643,digvijay-Alienware-Area-51-R5,172.24.11.109,842.391494512558,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.01,200,random,0.95,5,10,results/,0.001,0.001,10,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9,0.5,"[0.22609567642211914, 0.2938433885574341, 0.310769647359848, 0.2734493613243103, 0.263136625289917, 0.20911669731140137, 0.19363677501678467, 0.2353791445493698, 0.3452547490596771, 0.29622817039489746, 0.2904587388038635, 0.1655949056148529, 0.17612501978874207, 0.17706869542598724, 0.22407402098178864, 0.2501656413078308, 0.24939888715744019, 0.25414419174194336, 0.22306004166603088, 0.20113596320152283, 0.1966748684644699, 0.2042001634836197, 0.19846872985363007, 0.17470695078372955, 0.15983061492443085, 0.1617041528224945, 0.17497016489505768, 0.1880916953086853, 0.16753777861595154, 0.15866684913635254, 0.14795592427253723, 0.19661548733711243, 0.2139495611190796, 0.20271489024162292, 0.20750415325164795, 0.2260904610157013, 0.24759794771671295, 0.23635776340961456, 0.23397743701934814, 0.13867531716823578]",800,1732391163,,False,1,6d0a9_00005,2024-11-23_20-46-03,503.1860501766205,503.1860501766205,56694,digvijay-Alienware-Area-51-R5,172.24.11.109,503.1860501766205,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,2,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9666666666666667,0.6,"[0.11613650619983673, 0.10703194886445999, 0.10869462043046951, 0.12835121154785156, 0.16102904081344604, 0.17693951725959778, 0.18588507175445557, 0.1974627822637558, 0.1977097988128662, 0.19070522487163544, 0.18191619217395782, 0.171356201171875, 0.16359730064868927, 0.1620604544878006, 0.16584281623363495, 0.16606324911117554, 0.16374169290065765, 0.16117408871650696, 0.1605643630027771, 0.1620766818523407, 0.16011102497577667, 0.15623798966407776, 0.15737533569335938, 0.16281801462173462, 0.16327053308486938, 0.16155320405960083, 0.15377525985240936, 0.15832453966140747, 0.16996408998966217, 0.17368480563163757, 0.19402553141117096, 0.21210701763629913, 0.21871252357959747, 0.22299166023731232, 0.22739548981189728, 0.22807632386684418, 0.22138860821723938, 0.21978308260440826, 0.2203221172094345, 0.22387157380580902]",800,1732402663,,False,1,6d0a9_00040,2024-11-23_23-57-43,501.6150896549225,501.6150896549225,206368,digvijay-Alienware-Area-51-R5,172.24.11.109,501.6150896549225,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.01,200,random,0.95,5,10,results/,0.001,0.001,2,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,0.9666666666666667,"[0.12340059876441956, 0.1464419960975647, 0.18803445994853973, 0.23010331392288208, 0.24990558624267578, 0.2611868381500244, 0.272382915019989, 0.2880578637123108, 0.3026871085166931, 0.3135193884372711, 0.32293900847435, 0.3311461806297302, 0.33264660835266113, 0.3396455943584442, 0.3464004397392273, 0.354177325963974, 0.36003097891807556, 0.364266037940979, 0.364629864692688, 0.3667922914028168, 0.3724483847618103, 0.37695494294166565, 0.3821679949760437, 0.38788720965385437, 0.392634779214859, 0.3960872292518616, 0.4006898105144501, 0.4106212854385376, 0.4196396768093109, 0.42291271686553955, 0.429499089717865, 0.43548503518104553, 0.44858625531196594, 0.46172142028808594, 0.47206106781959534, 0.47856995463371277, 0.48080214858055115, 0.4825713038444519, 0.48827600479125977, 0.49671241641044617]",7200,1732403284,,False,1,6d0a9_00042,2024-11-24_00-08-04,616.5568730831146,616.5568730831146,212946,digvijay-Alienware-Area-51-R5,172.24.11.109,616.5568730831146,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.01,200,random,0.95,5,10,results/,0.001,0.001,6,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9,0.5,"[0.22609567642211914, 0.2938433885574341, 0.310769647359848, 0.2734493613243103, 0.263136625289917, 0.20911669731140137, 0.19363677501678467, 0.2353791445493698, 0.3452547490596771, 0.29622817039489746, 0.2904587388038635, 0.1655949056148529, 0.17612501978874207, 0.17706869542598724, 0.22407402098178864, 0.2501656413078308, 0.24939888715744019, 0.25414419174194336, 0.22306004166603088, 0.20113596320152283, 0.1966748684644699, 0.2042001634836197, 0.19846872985363007, 0.17470695078372955, 0.15983061492443085, 0.1617041528224945, 0.17497016489505768, 0.1880916953086853, 0.16753777861595154, 0.15866684913635254, 0.14795592427253723, 0.19661548733711243, 0.2139495611190796, 0.20271489024162292, 0.20750415325164795, 0.2260904610157013, 0.24759794771671295, 0.23635776340961456, 0.23397743701934814, 0.13867531716823578]",800,1732396186,,False,1,6d0a9_00020,2024-11-23_22-09-46,499.3884472846985,499.3884472846985,122677,digvijay-Alienware-Area-51-R5,172.24.11.109,499.3884472846985,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,2,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,1.0,"[0.2111709713935852, 0.2233261615037918, 0.2381109744310379, 0.20953799784183502, 0.22473108768463135, 0.2524247169494629, 0.31535711884498596, 0.3467235565185547, 0.292497456073761, 0.3006918132305145, 0.31083619594573975, 0.2886302173137665, 0.3125215470790863, 0.34811490774154663, 0.3748242259025574, 0.34615981578826904, 0.3584534227848053, 0.33746182918548584, 0.30959004163742065, 0.3571966588497162, 0.3439372777938843, 0.3317584991455078, 0.30541154742240906, 0.31431126594543457, 0.3683534860610962, 0.3543669581413269, 0.2930007576942444, 0.3247876763343811, 0.27342119812965393, 0.2980666160583496, 0.2682303190231323, 0.3522861897945404, 0.35610759258270264, 0.49356502294540405, 0.4504692256450653, 0.42893245816230774, 0.5095862746238708, 0.48347532749176025, 0.5094822645187378, 0.5070400834083557]",3200,1732411161,,False,1,6d0a9_00066,2024-11-24_02-19-21,550.2033832073212,550.2033832073212,315357,digvijay-Alienware-Area-51-R5,172.24.11.109,550.2033832073212,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,4,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,1.0,"[0.18357424437999725, 0.2809840142726898, 0.3983016312122345, 0.34307315945625305, 0.3845460116863251, 0.37507709860801697, 0.4876534342765808, 0.5064036846160889, 0.49282699823379517, 0.5786064267158508, 0.5239365100860596, 0.5542323589324951, 0.5577634572982788, 0.5557587742805481, 0.5691429972648621, 0.5670061111450195, 0.571921169757843, 0.5686274170875549, 0.5695219039916992, 0.5690503716468811, 0.5900034308433533, 0.5770718455314636, 0.5733080506324768, 0.581261157989502, 0.5835765600204468, 0.5723011493682861, 0.5749889612197876, 0.5726742148399353, 0.589448869228363, 0.6026531457901001, 0.5841613411903381, 0.5794486999511719, 0.548787534236908, 0.5596714615821838, 0.5832738876342773, 0.5714205503463745, 0.5525926351547241, 0.57240229845047, 0.6042158603668213, 0.6075624823570251]",20000,1732402555,,False,1,6d0a9_00039,2024-11-23_23-55-55,844.9368257522583,844.9368257522583,200453,digvijay-Alienware-Area-51-R5,172.24.11.109,844.9368257522583,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,10,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9666666666666667,0.43333333333333335,"[0.20549403131008148, 0.19461843371391296, 0.2297266721725464, 0.22654491662979126, 0.2436789721250534, 0.23028618097305298, 0.14802484214305878, 0.18178978562355042, 0.20465247333049774, 0.1887589544057846, 0.1418011635541916, 0.16700704395771027, 0.1787969172000885, 0.1985926479101181, 0.15751957893371582, 0.1888233870267868, 0.14612342417240143, 0.21356037259101868, 0.16697874665260315, 0.12027809023857117, 0.19094346463680267, 0.2276780754327774, 0.18536458909511566, 0.21491043269634247, 0.21176287531852722, 0.1797705590724945, 0.1626843512058258, 0.19532336294651031, 0.17256686091423035, 0.17399245500564575, 0.17962731420993805, 0.18628372251987457, 0.21825796365737915, 0.164760559797287, 0.18133202195167542, 0.1596498042345047, 0.15067702531814575, 0.1516164094209671, 0.18053460121154785, 0.17088326811790466]",800,1732399421,,False,1,6d0a9_00030,2024-11-23_23-03-41,500.30118107795715,500.30118107795715,164652,digvijay-Alienware-Area-51-R5,172.24.11.109,500.30118107795715,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.2,200,random,0.95,5,10,results/,0.001,0.001,2,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,0.8333333333333334,"[0.14117836952209473, 0.17074237763881683, 0.19480107724666595, 0.22963902354240417, 0.2566356956958771, 0.2744353115558624, 0.28960809111595154, 0.30372270941734314, 0.3157006800174713, 0.324505478143692, 0.3330777883529663, 0.342158704996109, 0.34864798188209534, 0.3532545566558838, 0.35926735401153564, 0.3664153814315796, 0.37561190128326416, 0.38499316573143005, 0.3935733139514923, 0.3993667662143707, 0.4033434987068176, 0.40332263708114624, 0.4060875475406647, 0.4133126139640808, 0.41592735052108765, 0.4216608703136444, 0.42773744463920593, 0.42804205417633057, 0.4301721751689911, 0.428780734539032, 0.42891278862953186, 0.4289173483848572, 0.4288327395915985, 0.4286113381385803, 0.4268776774406433, 0.42612892389297485, 0.4266109764575958, 0.4308489263057709, 0.43282419443130493, 0.43315020203590393]",12800,1732413538,,False,1,6d0a9_00073,2024-11-24_02-58-58,718.4290318489075,718.4290318489075,343392,digvijay-Alienware-Area-51-R5,172.24.11.109,718.4290318489075,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.01,200,random,0.95,5,10,results/,0.001,0.001,8,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,1.0,"[0.18357424437999725, 0.2809840142726898, 0.3983016312122345, 0.34307315945625305, 0.3845460116863251, 0.37507709860801697, 0.4876534342765808, 0.5064036846160889, 0.49282699823379517, 0.5786064267158508, 0.5239365100860596, 0.5542323589324951, 0.5577634572982788, 0.5557587742805481, 0.5691429972648621, 0.5670061111450195, 0.571921169757843, 0.5686274170875549, 0.5695219039916992, 0.5690503716468811, 0.5900034308433533, 0.5770718455314636, 0.5733080506324768, 0.581261157989502, 0.5835765600204468, 0.5723011493682861, 0.5749889612197876, 0.5726742148399353, 0.589448869228363, 0.6026531457901001, 0.5841613411903381, 0.5794486999511719, 0.548787534236908, 0.5596714615821838, 0.5832738876342773, 0.5714205503463745, 0.5525926351547241, 0.57240229845047, 0.6042158603668213, 0.6075624823570251]",20000,1732397648,,False,1,6d0a9_00024,2024-11-23_22-34-08,837.0847022533417,837.0847022533417,137128,digvijay-Alienware-Area-51-R5,172.24.11.109,837.0847022533417,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,10,logs/checkerboard
