,num_layers,accuracy_train_init,accuracy_test_init,alignment_train_init,accuracy_train_final,accuracy_test_final,alignment_train_epochs,circuit_executions,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config.name,config.file,config.n_samples,config.noise,config.num_sectors,config.points_per_sector,config.grid_size,config.sampling_radius,config.training_size,config.testing_size,config.validation_size,config.device,config.n_qubits,config.trainable,config.input_scaling,config.data_reuploading,config.ansatz,config.ansatz_layers,config.optimizer,config.lr,config.mclr,config.cclr,config.epochs,config.train_method,config.target_accuracy,config.get_alignment_every,config.validate_every_epoch,config.base_path,config.lambda_kao,config.lambda_co,config.clusters,config.ray_logging_path
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9777777777777777,"[0.17980268597602844, 0.19528155028820038, 0.20526911318302155, 0.2206992357969284, 0.23095624148845673, 0.24286317825317383, 0.24912233650684357, 0.25846540927886963, 0.2631579637527466, 0.2750062346458435, 0.2831849455833435, 0.2867187261581421, 0.28988131880760193, 0.2924257516860962, 0.29611706733703613, 0.2976378798484802, 0.2985120415687561, 0.3001587688922882, 0.3034358322620392, 0.305877685546875, 0.30628225207328796, 0.30933135747909546, 0.3114996552467346, 0.3129364550113678, 0.31523260474205017, 0.3181532323360443, 0.32022443413734436, 0.32243800163269043, 0.3255988359451294, 0.3261834979057312, 0.32860812544822693, 0.32982364296913147, 0.3309587240219116, 0.3327559232711792, 0.33315756916999817, 0.33378875255584717, 0.3342178463935852, 0.33775341510772705, 0.3390048146247864, 0.3405584692955017, 0.341232568025589, 0.34021875262260437, 0.34207165241241455, 0.3450331389904022, 0.348569393157959, 0.35148099064826965, 0.35315150022506714, 0.3600866198539734, 0.3591988682746887, 0.3623761832714081]",8000,1734299767,,False,1,f7985_00026,2024-12-15_22-56-07,1500.6603772640228,1500.6603772640228,147856,digvijay-Alienware-Area-51-R5,100.87.195.216,1500.6603772640228,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,4,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9555555555555556,"[0.20785705745220184, 0.19744646549224854, 0.19992829859256744, 0.2189730554819107, 0.21777093410491943]",2000,1734286158,,False,1,f7985_00000,2024-12-15_19-09-18,311.7727675437927,311.7727675437927,7795,digvijay-Alienware-Area-51-R5,100.87.195.216,311.7727675437927,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,2,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9111111111111111,"[0.21712009608745575, 0.2304430603981018, 0.22174988687038422, 0.2093452662229538, 0.20448748767375946]",10000,1734298261,,False,1,f7985_00024,2024-12-15_22-31-01,595.2567780017853,595.2567780017853,141313,digvijay-Alienware-Area-51-R5,100.87.195.216,595.2567780017853,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,10,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9555555555555556,0.9111111111111111,"[0.20788078010082245, 0.18539145588874817, 0.20815888047218323, 0.21039922535419464, 0.17653030157089233]",6000,1734297314,,False,1,f7985_00022,2024-12-15_22-15-14,454.1068720817566,454.1068720817566,133264,digvijay-Alienware-Area-51-R5,100.87.195.216,454.1068720817566,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,6,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9555555555555556,0.9555555555555556,"[0.20378290116786957, 0.17942316830158234, 0.20912930369377136, 0.19040745496749878, 0.19000844657421112]",8000,1734286758,,False,1,f7985_00003,2024-12-15_19-19-18,522.4040281772614,522.4040281772614,12013,digvijay-Alienware-Area-51-R5,100.87.195.216,522.4040281772614,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,8,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9555555555555556,"[0.17488455772399902, 0.1872606724500656, 0.18810106813907623, 0.19863896071910858, 0.20405413210391998, 0.2166246920824051, 0.2154778093099594, 0.219917893409729, 0.22396424412727356, 0.2331329733133316, 0.23431308567523956, 0.2418384850025177, 0.2477240115404129, 0.25390657782554626, 0.25818613171577454, 0.26514413952827454, 0.267378568649292, 0.2706814408302307, 0.2703358232975006, 0.27458101511001587, 0.27732354402542114, 0.2782288193702698, 0.28231701254844666, 0.2866954803466797, 0.2830291986465454, 0.2870207726955414, 0.28842806816101074, 0.28703778982162476, 0.2911769449710846, 0.2946363687515259, 0.2960291802883148, 0.2973812222480774, 0.29547497630119324, 0.2965485751628876, 0.2994118332862854, 0.30116012692451477, 0.30761203169822693, 0.31399622559547424, 0.3146454095840454, 0.313947856426239, 0.31704816222190857, 0.3155912458896637, 0.31985029578208923, 0.32477739453315735, 0.3282858729362488, 0.32954442501068115, 0.32496166229248047, 0.3250574767589569, 0.3219604790210724, 0.32396477460861206]",2000,1734293715,,False,1,f7985_00015,2024-12-15_21-15-15,1376.3075177669525,1376.3075177669525,80207,digvijay-Alienware-Area-51-R5,100.87.195.216,1376.3075177669525,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,2,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9777777777777777,"[0.17980268597602844, 0.19528155028820038, 0.20526911318302155, 0.2206992357969284, 0.23095624148845673, 0.24286317825317383, 0.24912233650684357, 0.25846540927886963, 0.2631579637527466, 0.2750062346458435, 0.2831849455833435, 0.2867187261581421, 0.28988131880760193, 0.2924257516860962, 0.29611706733703613, 0.2976378798484802, 0.2985120415687561, 0.3001587688922882, 0.3034358322620392, 0.305877685546875, 0.30628225207328796, 0.30933135747909546, 0.3114996552467346, 0.3129364550113678, 0.31523260474205017, 0.3181532323360443, 0.32022443413734436, 0.32243800163269043, 0.3255988359451294, 0.3261834979057312, 0.32860812544822693, 0.32982364296913147, 0.3309587240219116, 0.3327559232711792, 0.33315756916999817, 0.33378875255584717, 0.3342178463935852, 0.33775341510772705, 0.3390048146247864, 0.3405584692955017, 0.341232568025589, 0.34021875262260437, 0.34207165241241455, 0.3450331389904022, 0.348569393157959, 0.35148099064826965, 0.35315150022506714, 0.3600866198539734, 0.3591988682746887, 0.3623761832714081]",8000,1734288726,,False,1,f7985_00006,2024-12-15_19-52-06,1505.9053781032562,1505.9053781032562,21879,digvijay-Alienware-Area-51-R5,100.87.195.216,1505.9053781032562,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,4,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9555555555555556,"[0.17488455772399902, 0.1872606724500656, 0.18810106813907623, 0.19863896071910858, 0.20405413210391998, 0.2166246920824051, 0.2154778093099594, 0.219917893409729, 0.22396424412727356, 0.2331329733133316, 0.23431308567523956, 0.2418384850025177, 0.2477240115404129, 0.25390657782554626, 0.25818613171577454, 0.26514413952827454, 0.267378568649292, 0.2706814408302307, 0.2703358232975006, 0.27458101511001587, 0.27732354402542114, 0.2782288193702698, 0.28231701254844666, 0.2866954803466797, 0.2830291986465454, 0.2870207726955414, 0.28842806816101074, 0.28703778982162476, 0.2911769449710846, 0.2946363687515259, 0.2960291802883148, 0.2973812222480774, 0.29547497630119324, 0.2965485751628876, 0.2994118332862854, 0.30116012692451477, 0.30761203169822693, 0.31399622559547424, 0.3146454095840454, 0.313947856426239, 0.31704816222190857, 0.3155912458896637, 0.31985029578208923, 0.32477739453315735, 0.3282858729362488, 0.32954442501068115, 0.32496166229248047, 0.3250574767589569, 0.3219604790210724, 0.32396477460861206]",2000,1734304781,,False,1,f7985_00035,2024-12-16_00-19-41,1393.8225016593933,1393.8225016593933,206819,digvijay-Alienware-Area-51-R5,100.87.195.216,1393.8225016593933,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,2,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9555555555555556,"[0.20785705745220184, 0.19744646549224854, 0.19992829859256744, 0.2189730554819107, 0.21777093410491943]",2000,1734296467,,False,1,f7985_00020,2024-12-15_22-01-07,312.42312479019165,312.42312479019165,125640,digvijay-Alienware-Area-51-R5,100.87.195.216,312.42312479019165,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,2,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9111111111111111,"[0.21712009608745575, 0.2304430603981018, 0.22174988687038422, 0.2093452662229538, 0.20448748767375946]",10000,1734292718,,False,1,f7985_00014,2024-12-15_20-58-38,595.088086605072,595.088086605072,78205,digvijay-Alienware-Area-51-R5,100.87.195.216,595.088086605072,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,10,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9555555555555556,"[0.17488455772399902, 0.1872606724500656, 0.18810106813907623, 0.19863896071910858, 0.20405413210391998, 0.2166246920824051, 0.2154778093099594, 0.219917893409729, 0.22396424412727356, 0.2331329733133316, 0.23431308567523956, 0.2418384850025177, 0.2477240115404129, 0.25390657782554626, 0.25818613171577454, 0.26514413952827454, 0.267378568649292, 0.2706814408302307, 0.2703358232975006, 0.27458101511001587, 0.27732354402542114, 0.2782288193702698, 0.28231701254844666, 0.2866954803466797, 0.2830291986465454, 0.2870207726955414, 0.28842806816101074, 0.28703778982162476, 0.2911769449710846, 0.2946363687515259, 0.2960291802883148, 0.2973812222480774, 0.29547497630119324, 0.2965485751628876, 0.2994118332862854, 0.30116012692451477, 0.30761203169822693, 0.31399622559547424, 0.3146454095840454, 0.313947856426239, 0.31704816222190857, 0.3155912458896637, 0.31985029578208923, 0.32477739453315735, 0.3282858729362488, 0.32954442501068115, 0.32496166229248047, 0.3250574767589569, 0.3219604790210724, 0.32396477460861206]",2000,1734299241,,False,1,f7985_00025,2024-12-15_22-47-21,1395.5052168369293,1395.5052168369293,143023,digvijay-Alienware-Area-51-R5,100.87.195.216,1395.5052168369293,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,2,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.8888888888888888,0.6888888888888889,"[0.21883438527584076, 0.2238260954618454, 0.18070408701896667, 0.1462763398885727, 0.12675200402736664]",4000,1734307965,,False,1,f7985_00041,2024-12-16_01-12-45,384.85179567337036,384.85179567337036,256732,digvijay-Alienware-Area-51-R5,100.87.195.216,384.85179567337036,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,4,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9777777777777777,"[0.185563862323761, 0.2021608054637909, 0.21841703355312347, 0.23370911180973053, 0.2429221272468567, 0.25898340344429016, 0.26578277349472046, 0.27271440625190735, 0.276315301656723, 0.2833668887615204, 0.2939825654029846, 0.2981470227241516, 0.3016272783279419, 0.30528685450553894, 0.3078368306159973, 0.3106500208377838, 0.3126845061779022, 0.31493714451789856, 0.31802991032600403, 0.32168641686439514, 0.3233833312988281, 0.3257850706577301, 0.3256584703922272, 0.32684755325317383, 0.32816722989082336, 0.33089733123779297, 0.33419039845466614, 0.3377145230770111, 0.33850914239883423, 0.3402599096298218, 0.34249332547187805, 0.34446632862091064, 0.3467104732990265, 0.3490452468395233, 0.3502786457538605, 0.35222381353378296, 0.35374584794044495, 0.35756245255470276, 0.3602335453033447, 0.3623069226741791, 0.3629317283630371, 0.3651275336742401, 0.3660374581813812, 0.3705066442489624, 0.37601035833358765, 0.3801513612270355, 0.3854946792125702, 0.3937617838382721, 0.3967038691043854, 0.4001046419143677]",18000,1734295387,,False,1,f7985_00017,2024-12-15_21-43-07,1667.7311754226685,1667.7311754226685,97272,digvijay-Alienware-Area-51-R5,100.87.195.216,1667.7311754226685,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,6,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9555555555555556,0.9111111111111111,"[0.20788078010082245, 0.18539145588874817, 0.20815888047218323, 0.21039922535419464, 0.17653030157089233]",6000,1734291808,,False,1,f7985_00012,2024-12-15_20-43-28,452.2068283557892,452.2068283557892,70361,digvijay-Alienware-Area-51-R5,100.87.195.216,452.2068283557892,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,6,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9777777777777777,"[0.1871493011713028, 0.2084215134382248, 0.22432848811149597, 0.24149957299232483, 0.25883257389068604, 0.2709197998046875, 0.27946916222572327, 0.2875758707523346, 0.29219311475753784, 0.29653969407081604, 0.3021888732910156, 0.3072984516620636, 0.3101407289505005, 0.3137817084789276, 0.3170652985572815, 0.32084861397743225, 0.3233085572719574, 0.3258316218852997, 0.32834333181381226, 0.3315148949623108, 0.3333604335784912, 0.3344085216522217, 0.3344937562942505, 0.3364114761352539, 0.3384605646133423, 0.34175243973731995, 0.3438798189163208, 0.34599581360816956, 0.3481293320655823, 0.3492386043071747, 0.3519701063632965, 0.35390910506248474, 0.35616448521614075, 0.3590233623981476, 0.3612838387489319, 0.362545371055603, 0.36550381779670715, 0.36839058995246887, 0.3705332577228546, 0.3742600381374359, 0.3762753903865814, 0.3783159852027893, 0.3799549341201782, 0.3819361925125122, 0.3873419761657715, 0.39353829622268677, 0.3974877893924713, 0.40588170289993286, 0.41062411665916443, 0.4171319305896759]",32000,1734296150,,False,1,f7985_00018,2024-12-15_21-55-50,1920.5520918369293,1920.5520918369293,103584,digvijay-Alienware-Area-51-R5,100.87.195.216,1920.5520918369293,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,8,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9111111111111111,"[0.21712009608745575, 0.2304430603981018, 0.22174988687038422, 0.2093452662229538, 0.20448748767375946]",10000,1734309349,,False,1,f7985_00044,2024-12-16_01-35-49,594.6026203632355,594.6026203632355,269082,digvijay-Alienware-Area-51-R5,100.87.195.216,594.6026203632355,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,ccka,0.95,10,1,results/,0.01,0.01,10,logs/checkerboard
0,5,0.9333333333333333,0.8,0.1685277819633484,0.9777777777777777,0.9777777777777777,"[0.185563862323761, 0.2021608054637909, 0.21841703355312347, 0.23370911180973053, 0.2429221272468567, 0.25898340344429016, 0.26578277349472046, 0.27271440625190735, 0.276315301656723, 0.2833668887615204, 0.2939825654029846, 0.2981470227241516, 0.3016272783279419, 0.30528685450553894, 0.3078368306159973, 0.3106500208377838, 0.3126845061779022, 0.31493714451789856, 0.31802991032600403, 0.32168641686439514, 0.3233833312988281, 0.3257850706577301, 0.3256584703922272, 0.32684755325317383, 0.32816722989082336, 0.33089733123779297, 0.33419039845466614, 0.3377145230770111, 0.33850914239883423, 0.3402599096298218, 0.34249332547187805, 0.34446632862091064, 0.3467104732990265, 0.3490452468395233, 0.3502786457538605, 0.35222381353378296, 0.35374584794044495, 0.35756245255470276, 0.3602335453033447, 0.3623069226741791, 0.3629317283630371, 0.3651275336742401, 0.3660374581813812, 0.3705066442489624, 0.37601035833358765, 0.3801513612270355, 0.3854946792125702, 0.3937617838382721, 0.3967038691043854, 0.4001046419143677]",18000,1734312022,,False,1,f7985_00047,2024-12-16_02-20-22,1675.8157360553741,1675.8157360553741,288233,digvijay-Alienware-Area-51-R5,100.87.195.216,1675.8157360553741,1,double_cake,,100,0.5,3,15,4,0.1,0.5,0.5,0.0,lightning.qubit,4,True,True,True,he,5,gd,0.1,0.01,0.01,500,random,0.95,10,1,results/,0.01,0.01,6,logs/checkerboard
