feature_1,feature_2,feature_3,feature_4,feature_5,target
2.189764835336481,-7.233896480742848,-7.179525931077293,-8.466247253185779,3.5921175727908405,1
-2.3935144619948456,0.006532152034651517,2.8955481861690657,0.004045126392938414,-7.587844750594359,-1
-8.057168878817132,-6.989782372233844,4.54733629238936,-7.933449556128,-9.192093278187127,1
-0.04807624745723338,-9.186052626258318,6.680193521309711,-0.7368893930181297,7.300763417008891,-1
6.8311441230250765,-6.766663643801428,-5.587311581605596,-8.725795242612813,4.165049412552165,-1
-2.41534001604885,9.301436495823879,-7.248197065131996,1.7717929833442163,-1.066932272440912,1
-1.4819219997102469,4.125787548594115,-8.748882818670417,2.98299839421151,0.9885001828342066,1
8.813898126907254,-3.4464478985724423,-0.3195843843251893,-1.75673998208058,7.592417595641848,1
1.6974368287105648,3.563840674081252,-0.6923956567491487,-3.031743538375098,1.3689540355267393,1
-8.055461749295908,-1.7522881552114562,4.936104506806881,-6.901745194061098,-4.340548994440752,-1
-9.880609568545712,-6.9565638082250425,3.3428206015906596,-4.930117428672243,3.9946535447159253,-1
-4.37884401112778,4.357631271803545,7.267531001050248,-5.730114729546186,-6.6012293393696275,-1
-4.598912287192762,9.862355974163648,2.739843812537572,9.639833249918059,8.889674603928444,1
-8.379999808046898,-2.198172196117163,-7.8579135852211435,-0.6224688732163983,-1.6083776605170215,1
-7.062849449275774,-9.068822396096468,-2.5778165462021736,8.328111433022546,-7.2632410647799395,1
-5.263621058835759,5.8341348543072495,-2.6436725897542335,-2.71371964680821,5.450286391421157,-1
-3.1809977853584748,1.5619834330443645,-0.5311131833482499,-2.338282314951985,7.067149898048434,-1
5.477935986704548,-1.5476575963097545,1.409015442093633,-3.189378669887077,7.378601019563924,-1
-6.661583342923363,-7.995593934773768,1.8652477542526817,-2.279434189350951,-9.76962057265096,-1
2.8728940075421825,8.25305937380222,-0.42715356387872383,1.3930684053499593,-6.191637136221533,1
-5.056170053669938,4.0143403090388325,-6.786131879968487,6.065888476527686,4.226042443310963,1
7.576739237327871,3.4679505620364175,-5.261718235141517,1.0214050576869749,-3.140003452278588,1
-0.41900937452774123,7.5219269922481615,8.215130711361223,4.303984380169439,5.70100630732556,1
7.221664418946972,5.672844594456787,2.118708453928198,-6.811676604549184,3.92510024216428,1
-5.665117708599383,-5.943123670641484,6.336223646628053,8.434918158289019,1.0073460737423616,1
4.167543620047082,9.473618579675303,6.8345461251539845,2.6325169855786807,-1.078920403562373,-1
7.063458810725475,9.997394474934392,-0.7201906146833181,-8.38711979637413,-6.853552809349955,1
-3.9919645677950673,6.219971972533955,0.5174283935874442,-3.2478866958269537,9.93082003741721,1
7.601672998556673,-8.622716798397077,-0.4522330848575393,-4.322690481095317,3.5771042582987427,1
-2.969344650303121,9.134162880870885,-0.2144657971515116,7.636643314516892,4.5254384586894645,1
-9.071556690338365,6.799412747421755,-6.570808982624714,-0.6657681219883127,-0.9735306101869039,1
