Feature 1,Feature 2,target
-7.413740492431378,-8.090310520194615,-1
8.103889000688593,-4.3617266500417635,1
-8.28082123755094,3.868935141360893,1
3.6057095814657822,4.201618606207138,-1
-7.740924584759723,-7.39078805743679,-1
-3.5365617683970383,-4.328272927340684,-1
3.5851015382694174,7.923864528766557,1
-7.855441757796634,0.6152146265863877,-1
0.276057596684445,7.839511811245665,-1
-3.2938183038875612,8.161992684384382,1
-3.7254959238501946,3.3549136515241393,-1
-0.23574590277768462,-3.66015916119159,1
-4.098155246401149,-4.301494465742996,-1
-0.3315980043688289,-4.224072416078788,1
8.230828850872216,-4.081218154417197,1
0.009804069703577086,8.19919931649818,-1
-4.494780284351233,-8.528182645233711,1
-7.903215091373586,-8.76531209786312,-1
0.12436302623920184,4.590142486779821,1
4.258150379834059,-3.4525473769870603,-1
0.6344067264581409,-8.49512619953074,-1
7.804957510371002,-0.17302327512784837,-1
0.24964792682086206,0.25133820370571197,-1
8.331762232473396,3.1155458763968458,1
-7.9611689802607835,4.387457996213156,1
-4.264714585907355,8.34097333391849,1
3.9004143406083704,-3.6113716196182577,-1
4.230622785222306,8.124500061817415,1
-3.8893236802679922,-3.6691267003855903,-1
-4.178605980826808,0.342559517729389,1
-7.855345589980947,-0.25804790184204973,-1
3.52669659493369,-0.8156928711040403,1
4.132925604791836,-4.299394614622622,-1
8.978300791846731,8.05168847279009,-1
-3.9143625023479185,-0.49829551148479523,1
8.261746262541623,7.977766131635818,-1
4.04811825268476,-3.7942244663765003,-1
-7.245525639515788,8.069831125132735,-1
-4.642993293824491,-7.9261464565870785,1
0.5804574431180167,8.383708330434082,-1
-4.424921485490442,-7.8105630277459275,1
-7.97590791602359,8.985296844994114,-1
-7.960139453964944,7.7986097383535204,-1
3.9749283610907313,0.3820569282004953,1
-4.089385114130341,0.2856001976368368,1
-0.17601779467879353,-7.947703769085564,-1
-0.007606483161075532,3.5989882541448766,1
3.996810943473353,8.591977655556011,1
8.200366875049752,-8.39102209791942,-1
-4.030840683765642,-3.8635392100733426,-1
-4.189978124464383,7.738668306970515,1
-0.32728827329338905,0.8369549102741841,-1
8.41501597770316,3.7959934404581013,1
7.739742972351269,-8.194850153505879,-1
8.253112746442515,4.908277143121758,1
-8.363209630208484,-8.564921480534117,-1
8.115909942758565,0.8301603194581756,-1
-0.3707721886312332,-8.02381014242472,-1
-4.551067747182836,-0.3751300159660491,1
8.332134326617698,3.657566469636453,1
0.33016653959521197,0.32540385440025543,-1
-8.689967133005213,-8.224915011696389,-1
-3.493235540325351,7.716932213752488,1
-1.2965069360276291,-8.409755056533715,-1
7.694696337382993,-4.721952840265808,1
8.108182730311935,-8.020095243779656,-1
-0.00489870913876585,-0.35890174859433266,-1
3.1730231599840493,-0.03564801580511536,1
-3.974287992361815,3.5689020888282776,-1
-4.188772746315774,4.4355802387869465,-1
3.3186470242579382,-0.022219079558647513,1
4.136702390310864,-7.249531664313645,1
-0.2873776885009744,3.914621139315261,1
-4.286121483703988,4.27183909957387,-1
-3.8827710106805275,-8.285740567210548,1
7.69048432035857,7.5021381186754335,-1
-7.670982035158724,-4.488337459988409,1
-7.916454561998098,-4.78386804955191,1
0.3900478933671005,3.9411770473991448,1
-0.060714038014233335,-3.7646731174061694,1
-7.867494627438575,0.3902180508489437,-1
4.153626179575723,-0.013077899237637245,1
-0.18841532224732913,4.092819974943055,1
7.332237887551451,-7.782655923048026,-1
7.288511900438289,8.598417724595674,-1
0.5221915228617316,0.00840153665310362,-1
-8.442533989602412,-0.47848264963226833,-1
-7.43888227562556,7.439259574883088,-1
4.824299169952795,-3.297863663022718,-1
0.08963699272416671,8.005036960312719,-1
-4.480118562822311,7.86619950566362,1
8.15778085695132,-0.1683937923281052,-1
4.423369794739835,-0.7034957945692457,1
0.04540693810049922,-7.735147730191581,-1
4.146639298438739,-0.3759519145309421,1
7.822282695969555,8.15092019721794,-1
7.739265556879136,-3.9810405314734343,1
0.34892825468827127,8.07333680229534,-1
8.211921671166113,-3.42337255173684,1
-3.1424223642698697,8.253567608927204,1
0.14280619438601894,-4.277163838104261,1
7.011342199949084,-4.318758102188191,1
-3.671175936002204,-3.241282806938421,-1
-7.88155188917417,4.1044221088719555,1
-0.08707248129088813,0.43951074079487606,-1
7.408565501688063,4.457501617282771,1
0.32514484753558404,-3.7481484632305553,1
8.094245823243426,4.308346077554787,1
0.3430638492808078,3.936024588014629,1
0.03879838599708728,0.23806281017476547,-1
4.471776048288515,-8.187670260841882,1
0.1290874241352358,7.66910762257907,-1
8.111987450527929,7.54980438108065,-1
0.29891744204930476,-3.755851893826614,1
8.16537396128948,8.750718325023227,-1
-0.0074052543969559724,7.884536544431945,-1
8.370471019012657,-7.236233343811948,-1
-4.6077479863816055,7.806306370853499,1
-8.005398889895174,-4.42308437158236,1
4.47171887362553,-3.9729926074359563,-1
-3.791223373753241,-7.881206130706725,1
-4.105862733295182,-2.9119323333641525,-1
-7.862552684172615,-4.705216062145094,1
3.7413708463029893,7.567380798554242,1
-7.765257162479892,8.87618225032399,-1
0.5110659583153699,-4.236628555534332,1
-3.9817712640384744,3.739359860957673,-1
4.002097479887273,-7.981207762494103,1
0.46526550086198387,-7.995906775592165,-1
0.3598399501733003,-3.8770801916493562,1
-7.896979843710894,7.970221633693533,-1
-7.801314338795507,-8.055305720468473,-1
-0.04350405938274304,8.160684688839577,-1
-4.194145419131641,4.032749655754529,-1
-3.856885055860687,0.22431381054729377,1
7.904420781253436,-8.363025464816639,-1
7.973568080541074,-4.484406479904982,1
3.614030615767958,-3.7255794160006244,-1
8.191591930298557,4.13346484211478,1
8.028626494887757,3.8089370212939535,1
-8.335687009289055,-0.12368495034048584,-1
-8.566148296820165,3.831741870893856,1
8.130770949505665,3.9123597884764543,1
-4.4283569992244445,0.19298896609727412,1
-3.771643795722733,4.454226256072239,-1
-3.1511375211949466,8.412986104220458,1
